recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps,preparacion_detallada,ingredientes_con_cantidades
Arroz Meloso de Mariscos,Arroces y Chaufas,Costa,"Arroz de textura cremosa y caldosa cocido con mariscos variados, similar a un risotto marinero.","[""arroz"", ""mariscos mixtos"", ""cebolla"", ""ají amarillo"", ""caldo de pescado"", ""culantro"", ""sal"", ""pimienta""]","[""Preparar un aderezo con cebolla y ají amarillo."", ""Agregar los mariscos y saltear brevemente."", ""Incorporar el arroz y añadir caldo de pescado poco a poco, removiendo constantemente hasta lograr una textura melosa."", ""Ajustar sazón, finalizar con culantro y servir de inmediato.""]",8,4,"[""Preparar un aderezo con cebolla y ají amarillo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar los mariscos y saltear brevemente. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Incorporar el arroz y añadir caldo de pescado poco a poco, removiendo constantemente hasta lograr una textura melosa. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Ajustar sazón, finalizar con culantro y servir de inmediato. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""arroz: 2 tazas (400 g)"", ""mariscos mixtos: 600 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""caldo de pescado: 2 tazas (500 ml)"", ""culantro: 1/4 taza picado"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Arroz Norteño con Frejoles,Arroces y Chaufas,Costa,"Arroz graneado servido junto a frejoles guisados, acompañamiento típico del norte peruano.","[""arroz"", ""frejoles"", ""cebolla"", ""ají panca"", ""sal"", ""pimienta""]","[""Cocinar el arroz graneado de la forma habitual."", ""Preparar un aderezo con cebolla y ají panca para los frejoles."", ""Incorporar los frejoles cocidos al aderezo y cocinar hasta que tomen sabor."", ""Servir el arroz junto con los frejoles guisados.""]",6,4,"[""Cocinar el arroz graneado de la forma habitual. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla y ají panca para los frejoles. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar los frejoles cocidos al aderezo y cocinar hasta que tomen sabor. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Servir el arroz junto con los frejoles guisados. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""arroz: 2 tazas (400 g)"", ""frejoles: 1 taza (200 g) remojados"", ""cebolla: 1 unidad mediana (150 g)"", ""ají panca: 2 cdas (pasta)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Arroz con Menestras,Arroces y Chaufas,Costa,"Combinación clásica de arroz blanco con frejoles o lentejas guisadas, plato de todos los días en Perú.","[""arroz"", ""frejoles o lentejas"", ""cebolla"", ""tomate"", ""ají panca"", ""sal"", ""pimienta""]","[""Cocinar el arroz blanco graneado."", ""Preparar un aderezo con cebolla, tomate y ají panca."", ""Agregar las menestras cocidas al aderezo y cocinar hasta que espesen ligeramente."", ""Servir el arroz junto con las menestras guisadas.""]",7,4,"[""Cocinar el arroz blanco graneado. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla, tomate y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar las menestras cocidas al aderezo y cocinar hasta que espesen ligeramente. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir el arroz junto con las menestras guisadas. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""arroz: 2 tazas (400 g)"", ""frejoles o lentejas: 1 taza (200 g)"", ""cebolla: 1 unidad mediana (150 g)"", ""tomate: 1 unidad mediana"", ""ají panca: 2 cdas (pasta)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Arroz Verde con Pollo,Arroces y Chaufas,Costa,Variante del arroz con pollo con un intenso color y sabor a culantro y espinaca.,"[""presas de pollo"", ""arroz"", ""culantro"", ""espinaca"", ""cebolla"", ""ají amarillo"", ""arvejas"", ""zanahoria"", ""sal"", ""pimienta""]","[""Sellar las presas de pollo y reservar."", ""Preparar un aderezo con cebolla y ají amarillo, agregar el licuado de culantro y espinaca."", ""Incorporar el pollo y caldo, cocinar unos minutos."", ""Agregar el arroz, arvejas y zanahoria, cocinar tapado hasta que el arroz esté listo.""]",10,4,"[""Sellar las presas de pollo y reservar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla y ají amarillo, agregar el licuado de culantro y espinaca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el pollo y caldo, cocinar unos minutos. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Agregar el arroz, arvejas y zanahoria, cocinar tapado hasta que el arroz esté listo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa.""]","[""presas de pollo: 1 kg"", ""arroz: 2 tazas (400 g)"", ""culantro: 1/4 taza picado"", ""espinaca: 2 tazas (100 g)"", ""cebolla: 1 unidad mediana (150 g)"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""arvejas: 1/2 taza (80 g)"", ""zanahoria: 1 unidad mediana (100 g)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Chaufa de Camarón,Arroces y Chaufas,Costa,"Arroz salteado al estilo chifa con camarones, huevo y verduras crocantes.","[""arroz"", ""camarones"", ""huevos"", ""cebolla china"", ""pimiento"", ""sillao"", ""aceite de ajonjolí"", ""sal"", ""pimienta""]","[""Saltear los camarones en un wok caliente hasta que estén cocidos; reservar."", ""Cocinar los huevos batidos en el wok y romperlos en trozos."", ""Agregar el arroz frío, los camarones, la cebolla china y el pimiento, saltear a fuego alto."", ""Añadir el sillao y el aceite de ajonjolí, mezclar bien y servir caliente.""]",9,4,"[""Saltear los camarones en un wok caliente hasta que estén cocidos; reservar. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Cocinar los huevos batidos en el wok y romperlos en trozos. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el arroz frío, los camarones, la cebolla china y el pimiento, saltear a fuego alto. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Añadir el sillao y el aceite de ajonjolí, mezclar bien y servir caliente. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación.""]","[""arroz: 2 tazas (400 g)"", ""camarones: 400 g"", ""huevos: 2 unidades"", ""cebolla china: 2 tallos"", ""pimiento: 1 unidad"", ""sillao: 2 cdas (salsa de soya)"", ""aceite de ajonjolí: 1 cdta"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Arroz Tapado de Pollo,Arroces y Chaufas,Costa,"Molde de arroz relleno de un guiso de pollo deshilachado, huevo y aceitunas.","[""arroz"", ""pechugas de pollo"", ""cebolla"", ""ají panca"", ""huevo duro"", ""aceitunas"", ""sal"", ""pimienta""]","[""Preparar un guiso salteando la cebolla con ají panca, agregar el pollo deshilachado y cocinar bien."", ""Incorporar el huevo duro y las aceitunas picadas al guiso."", ""En un molde, colocar una capa de arroz, el guiso en el centro y cubrir con más arroz."", ""Desmoldar en un plato y servir caliente.""]",8,4,"[""Preparar un guiso salteando la cebolla con ají panca, agregar el pollo deshilachado y cocinar bien. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el huevo duro y las aceitunas picadas al guiso. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""En un molde, colocar una capa de arroz, el guiso en el centro y cubrir con más arroz. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Desmoldar en un plato y servir caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""arroz: 2 tazas (400 g)"", ""pechugas de pollo: 2 unidades (500 g)"", ""cebolla: 1 unidad mediana (150 g)"", ""ají panca: 2 cdas (pasta)"", ""huevo duro: 2 unidades"", ""aceitunas: 10 unidades"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Seco de Cabrito,Guisos y Estofados,Costa,"Cabrito cocido a fuego lento en un aderezo de culantro y chicha de jora, especialidad del norte peruano.","[""cabrito"", ""culantro"", ""cebolla"", ""ají amarillo"", ""chicha de jora"", ""frejoles"", ""arroz""]","[""Sellar los trozos de cabrito y reservar."", ""Preparar un aderezo con cebolla y ají amarillo."", ""Incorporar el cabrito, el culantro licuado y la chicha de jora; cocinar tapado a fuego lento hasta que esté tierno."", ""Servir con frejoles y arroz.""]",7,4,"[""Sellar los trozos de cabrito y reservar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla y ají amarillo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el cabrito, el culantro licuado y la chicha de jora; cocinar tapado a fuego lento hasta que esté tierno. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Servir con frejoles y arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""cabrito: 1 kg (en presas)"", ""culantro: 1/4 taza picado"", ""cebolla: 1 unidad mediana (150 g)"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""chicha de jora: 1 taza (250 ml)"", ""frejoles: 1 taza (200 g) remojados"", ""arroz: 2 tazas (400 g)""]"
Seco de Pollo,Guisos y Estofados,Costa,"Presas de pollo cocidas en un aderezo de culantro, versión más ligera del seco de res.","[""presas de pollo"", ""culantro"", ""cebolla"", ""ají amarillo"", ""arvejas"", ""zanahoria"", ""frejoles"", ""arroz""]","[""Sellar las presas de pollo y reservar."", ""Preparar un aderezo con cebolla y ají amarillo."", ""Incorporar el pollo y el culantro licuado, cocinar tapado hasta que esté tierno."", ""Agregar arvejas y zanahoria al final, y servir con frejoles y arroz.""]",8,4,"[""Sellar las presas de pollo y reservar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla y ají amarillo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el pollo y el culantro licuado, cocinar tapado hasta que esté tierno. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Agregar arvejas y zanahoria al final, y servir con frejoles y arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""presas de pollo: 1 kg"", ""culantro: 1/4 taza picado"", ""cebolla: 1 unidad mediana (150 g)"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""arvejas: 1/2 taza (80 g)"", ""zanahoria: 1 unidad mediana (100 g)"", ""frejoles: 1 taza (200 g) remojados"", ""arroz: 2 tazas (400 g)""]"
Guiso de Lentejas,Guisos y Estofados,Costa,"Lentejas guisadas con verduras, un plato casero nutritivo y económico infaltable en la mesa peruana.","[""lentejas"", ""cebolla"", ""zanahoria"", ""tomate"", ""ají panca"", ""sal"", ""pimienta"", ""arroz""]","[""Cocinar las lentejas remojadas en abundante agua hasta que estén tiernas."", ""Preparar un aderezo con cebolla, zanahoria, tomate y ají panca."", ""Incorporar el aderezo a las lentejas y cocinar unos minutos más hasta espesar."", ""Ajustar sazón y servir con arroz blanco.""]",8,4,"[""Cocinar las lentejas remojadas en abundante agua hasta que estén tiernas. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla, zanahoria, tomate y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el aderezo a las lentejas y cocinar unos minutos más hasta espesar. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Ajustar sazón y servir con arroz blanco. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""lentejas: 1 taza (200 g)"", ""cebolla: 1 unidad mediana (150 g)"", ""zanahoria: 1 unidad mediana (100 g)"", ""tomate: 1 unidad mediana"", ""ají panca: 2 cdas (pasta)"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""arroz: 2 tazas (400 g)""]"
Guiso de Pallares,Guisos y Estofados,Costa,"Pallares (frejoles grandes) guisados en un aderezo criollo, cremosos y de sabor suave.","[""pallares"", ""cebolla"", ""ají panca"", ""carne o tocino"", ""sal"", ""pimienta""]","[""Cocinar los pallares remojados en abundante agua hasta que estén tiernos."", ""Preparar un aderezo con cebolla y ají panca."", ""Incorporar el aderezo y el trozo de carne o tocino a los pallares, cocinar hasta que tomen sabor."", ""Ajustar sazón y servir con arroz.""]",6,4,"[""Cocinar los pallares remojados en abundante agua hasta que estén tiernos. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el aderezo y el trozo de carne o tocino a los pallares, cocinar hasta que tomen sabor. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Ajustar sazón y servir con arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pallares: 1 taza (200 g) remojados"", ""cebolla: 1 unidad mediana (150 g)"", ""ají panca: 2 cdas (pasta)"", ""carne o tocino: 300 g"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Estofado de Carne,Guisos y Estofados,Costa,"Guiso casero de carne de res en salsa de tomate, cocido a fuego lento con papas.","[""carne de res"", ""tomates"", ""cebolla"", ""papas"", ""vino tinto"", ""ají panca"", ""sal"", ""pimienta""]","[""Sellar la carne y reservar."", ""Preparar un aderezo con cebolla, tomate y ají panca."", ""Incorporar la carne, un poco de vino y caldo; cocinar tapado a fuego lento hasta que esté tierna."", ""Agregar las papas y cocinar hasta que estén suaves; servir con arroz.""]",8,4,"[""Sellar la carne y reservar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla, tomate y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar la carne, un poco de vino y caldo; cocinar tapado a fuego lento hasta que esté tierna. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Agregar las papas y cocinar hasta que estén suaves; servir con arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""carne de res: 500 g"", ""tomates: 2 unidades medianas"", ""cebolla: 1 unidad mediana (150 g)"", ""papas: 500 g"", ""vino tinto: 1/2 taza (125 ml)"", ""ají panca: 2 cdas (pasta)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Guiso de Garbanzos,Guisos y Estofados,Costa,"Garbanzos guisados con carne y verduras, un plato reconfortante de sabor casero.","[""garbanzos"", ""carne de res"", ""cebolla"", ""zanahoria"", ""ají panca"", ""sal"", ""pimienta""]","[""Cocinar los garbanzos remojados junto con la carne en abundante agua hasta que ambos estén tiernos."", ""Preparar un aderezo con cebolla, zanahoria y ají panca."", ""Incorporar el aderezo a la olla y cocinar unos minutos más para integrar sabores."", ""Ajustar sazón y servir caliente con arroz.""]",7,4,"[""Cocinar los garbanzos remojados junto con la carne en abundante agua hasta que ambos estén tiernos. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla, zanahoria y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el aderezo a la olla y cocinar unos minutos más para integrar sabores. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Ajustar sazón y servir caliente con arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""garbanzos: 1 taza (200 g) remojados"", ""carne de res: 500 g"", ""cebolla: 1 unidad mediana (150 g)"", ""zanahoria: 1 unidad mediana (100 g)"", ""ají panca: 2 cdas (pasta)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Charquicán,Guisos y Estofados,Sierra,"Guiso de charqui con papas y verduras variadas, de origen andino y sabor terroso.","[""charqui"", ""papas"", ""zanahoria"", ""arvejas"", ""cebolla"", ""ají panca"", ""sal"", ""pimienta""]","[""Freír el charqui deshilachado hasta que dore ligeramente; reservar."", ""Preparar un aderezo con cebolla y ají panca."", ""Agregar las papas, la zanahoria y las arvejas, cocinar con un poco de agua hasta que ablanden."", ""Incorporar el charqui frito, mezclar bien y servir caliente.""]",8,4,"[""Freír el charqui deshilachado hasta que dore ligeramente; reservar. Usar aceite bien caliente (unos 175 °C) y freír por tandas para que no se enfríe el aceite, hasta lograr un dorado uniforme."", ""Preparar un aderezo con cebolla y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar las papas, la zanahoria y las arvejas, cocinar con un poco de agua hasta que ablanden. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el charqui frito, mezclar bien y servir caliente. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación.""]","[""charqui: 300 g"", ""papas: 500 g"", ""zanahoria: 1 unidad mediana (100 g)"", ""arvejas: 1/2 taza (80 g)"", ""cebolla: 1 unidad mediana (150 g)"", ""ají panca: 2 cdas (pasta)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Guiso de Choclo,Guisos y Estofados,Sierra,"Choclo desgranado guisado con queso y leche, de sabor dulce y cremoso.","[""choclos"", ""cebolla"", ""leche"", ""queso fresco"", ""ají amarillo"", ""sal"", ""pimienta""]","[""Preparar un aderezo con cebolla y ají amarillo."", ""Agregar el choclo desgranado y un poco de agua, cocinar hasta que esté tierno."", ""Incorporar la leche y cocinar hasta espesar ligeramente."", ""Añadir el queso al final y servir caliente.""]",7,4,"[""Preparar un aderezo con cebolla y ají amarillo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar el choclo desgranado y un poco de agua, cocinar hasta que esté tierno. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar la leche y cocinar hasta espesar ligeramente. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Añadir el queso al final y servir caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""choclos: 2 unidades (mazorcas)"", ""cebolla: 1 unidad mediana (150 g)"", ""leche: 1 taza (250 ml)"", ""queso fresco: 200 g"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Picante de Mariscos,Guisos y Estofados,Costa,Guiso picante de mariscos variados en una salsa de ají amarillo y rocoto.,"[""mariscos mixtos"", ""cebolla"", ""ají amarillo"", ""rocoto"", ""sal"", ""pimienta"", ""arroz""]","[""Preparar un aderezo con cebolla, ají amarillo y rocoto molido."", ""Agregar los mariscos y saltear brevemente."", ""Cocinar a fuego medio hasta que los mariscos estén en su punto y la salsa haya espesado."", ""Servir bien caliente con arroz blanco.""]",7,4,"[""Preparar un aderezo con cebolla, ají amarillo y rocoto molido. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar los mariscos y saltear brevemente. Saltear a fuego alto y en tandas pequeñas para evitar que suelte agua y se cocine al vapor en lugar de dorarse."", ""Cocinar a fuego medio hasta que los mariscos estén en su punto y la salsa haya espesado. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir bien caliente con arroz blanco. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""mariscos mixtos: 600 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""rocoto: 1 unidad"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""arroz: 2 tazas (400 g)""]"
Picante de Cuy,Guisos y Estofados,Sierra,"Trozos de cuy cocidos en una salsa picante de ají panca y maní, plato tradicional andino.","[""cuy"", ""cebolla"", ""ají panca"", ""maní"", ""sal"", ""pimienta"", ""papas"", ""arroz""]","[""Sellar los trozos de cuy y reservar."", ""Preparar un aderezo con cebolla y ají panca."", ""Incorporar el cuy y el maní molido con un poco de caldo, cocinar tapado hasta que esté tierno."", ""Ajustar sazón y servir con papas y arroz.""]",8,4,"[""Sellar los trozos de cuy y reservar. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con cebolla y ají panca. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el cuy y el maní molido con un poco de caldo, cocinar tapado hasta que esté tierno. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Ajustar sazón y servir con papas y arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""cuy: 1 unidad (800 g-1 kg)"", ""cebolla: 1 unidad mediana (150 g)"", ""ají panca: 2 cdas (pasta)"", ""maní: 1/2 taza (60 g) tostado y molido"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""papas: 500 g"", ""arroz: 2 tazas (400 g)""]"
Locro de Gallina,Guisos y Estofados,Sierra,"Guiso espeso de zapallo y choclo con gallina, de sabor dulce y reconfortante.","[""gallina"", ""zapallo"", ""choclo"", ""cebolla"", ""ají panca"", ""queso fresco"", ""sal"", ""pimienta""]","[""Cocinar la gallina en agua con cebolla hasta que esté tierna."", ""Preparar un aderezo con ají panca e incorporar al caldo."", ""Agregar el zapallo y el choclo, cocinar hasta que el zapallo se deshaga parcialmente y espese."", ""Añadir el queso al final y servir caliente.""]",8,4,"[""Cocinar la gallina en agua con cebolla hasta que esté tierna. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Preparar un aderezo con ají panca e incorporar al caldo. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Agregar el zapallo y el choclo, cocinar hasta que el zapallo se deshaga parcialmente y espese. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Añadir el queso al final y servir caliente. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""gallina: 1 unidad (1.5 kg) en presas"", ""zapallo: 300 g"", ""choclo: 1 unidad (mazorca)"", ""cebolla: 1 unidad mediana (150 g)"", ""ají panca: 2 cdas (pasta)"", ""queso fresco: 200 g"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Cau Cau de Pescado,Guisos y Estofados,Costa,"Guiso de pescado con papas en salsa de ají amarillo y hierbabuena, versión marina del cau cau.","[""pescado"", ""papas"", ""cebolla"", ""ají amarillo"", ""hierbabuena"", ""sal"", ""pimienta""]","[""Preparar un aderezo con cebolla y ají amarillo."", ""Agregar las papas y un poco de caldo, cocinar hasta que ablanden."", ""Incorporar el pescado y cocinar unos minutos hasta que esté cocido."", ""Finalizar con hierbabuena picada y servir con arroz.""]",7,4,"[""Preparar un aderezo con cebolla y ají amarillo. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Agregar las papas y un poco de caldo, cocinar hasta que ablanden. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Incorporar el pescado y cocinar unos minutos hasta que esté cocido. Integrar con movimientos envolventes, de abajo hacia arriba, para no perder aire ni romper la textura de la preparación."", ""Finalizar con hierbabuena picada y servir con arroz. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pescado: 500 g (en trozos)"", ""papas: 500 g"", ""cebolla: 1 unidad mediana (150 g)"", ""ají amarillo: 3 unidades (o 3 cdas de pasta)"", ""hierbabuena: 10 hojas"", ""sal: al gusto"", ""pimienta: 1/4 cdta""]"
Anticuchos de Corazón,Anticuchos y Parrillas,Costa,"Brochetas de corazón de res marinadas en ají panca y vinagre, asadas a la parrilla, clásico de la comida callejera.","[""corazón de res"", ""ají panca"", ""vinagre"", ""comino"", ""ajo"", ""sal"", ""pimienta"", ""papas"", ""choclo""]","[""Marinar los cubos de corazón con ají panca, vinagre, comino, ajo, sal y pimienta durante varias horas."", ""Ensartar los trozos en palitos de brocheta."", ""Asar a la parrilla, bañando con la marinada de vez en cuando, hasta que estén bien cocidos."", ""Servir calientes con papa y choclo sancochados.""]",9,4,"[""Marinar los cubos de corazón con ají panca, vinagre, comino, ajo, sal y pimienta durante varias horas. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Ensartar los trozos en palitos de brocheta. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Asar a la parrilla, bañando con la marinada de vez en cuando, hasta que estén bien cocidos. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir calientes con papa y choclo sancochados. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""corazón de res: 500 g (anticuchos)"", ""ají panca: 2 cdas (pasta)"", ""vinagre: 1 cda"", ""comino: 1/2 cdta"", ""ajo: 2 dientes"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""papas: 500 g"", ""choclo: 1 unidad (mazorca)""]"
Anticuchos de Pollo,Anticuchos y Parrillas,Costa,"Brochetas de pollo marinadas al estilo anticuchero, asadas a la parrilla hasta dorar.","[""pechuga de pollo"", ""ají panca"", ""vinagre"", ""ajo"", ""comino"", ""sal"", ""pimienta"", ""papas"", ""choclo""]","[""Marinar los cubos de pollo con ají panca, vinagre, ajo, comino, sal y pimienta."", ""Ensartar el pollo en palitos de brocheta."", ""Asar a la parrilla hasta que estén bien cocidos y ligeramente dorados."", ""Servir con papa y choclo sancochados.""]",9,4,"[""Marinar los cubos de pollo con ají panca, vinagre, ajo, comino, sal y pimienta. Tapar con film y mantener en refrigeración durante el reposo para que los sabores se integren mejor."", ""Ensartar el pollo en palitos de brocheta. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Asar a la parrilla hasta que estén bien cocidos y ligeramente dorados. Realizar este paso con cuidado, verificando textura, color y sazón antes de continuar con la siguiente etapa."", ""Servir con papa y choclo sancochados. Servir en el momento, en platos previamente calientes o fríos según corresponda, cuidando la presentación.""]","[""pechuga de pollo: 1 unidad (250 g)"", ""ají panca: 2 cdas (pasta)"", ""vinagre: 1 cda"", ""ajo: 2 dientes"", ""comino: 1/2 cdta"", ""sal: al gusto"", ""pimienta: 1/4 cdta"", ""papas: 500 g"", ""choclo: 1 unidad (mazorca)""]"
